Title	Release Year	Genre	Director	Cast	Plot	Origin/Ethnicity
The Stolen Years	2013	romance	Wong Chun-chun	Bai Baihe, Joseph Chang, Christine Fan, Amber An, Ken Lin, Tse Kwan-ho, Queenie Tai, Sky Wu	He-Mann (Bai Baihe) lost her memories five years ago when she had an accident. When she finally woke up, she could not understand why she and her husband had divorced, why her best friend is now her enemy, or why colleagues all avoided and tried to stay away from her. In order to learn about her past, she starts on her search of her lost memories with the help of her ex-husband. But as they discover more, they then realise.	Chinese
Going Steady	1958	romance	Fred F. Sears	Molly Bee	"Julie Ann Turner, 17, wants to travel by car with friends Olive and Woody from her Pasadena, California home to Reno, Nevada, where her boyfriend Calvin Potter will be participating in a basketball game. Her mom Grace talks her opposed dad Gordon into letting her go.
Calvin makes a game-winning shot. Everyone celebrates afterward, and Julie Ann, in her excitement, suggests to Calvin that they elope, just as her Aunt Lola did at that age. Calvin agrees, but they decide to keep the wedding secret for a while when they get home.
As time goes by, Julie Ann asks friend Olive to accompany her to see an obstetrician. Rumor spreads that Olive is expecting a baby, so Julie Ann admits it's actually her. When the news is broken to her parents, it comes as news to Calvin, too. He moves in with the Turners, accepted by mother-in-law Grace but infuriating father-in-law Gordon, whose demand that the marriage be annulled is rejected with Julie being pregnant.
Calvin quarrels with his bride and reluctantly takes a job in her dad's hardware store. Aunt Lola arrives in time for Julie Ann's graduation day and turns out to be helpful as Grace finally persuades Gordon to give the kids his blessing in beginning their new lives."	American
Youth Without Youth	2007	romance	Francis Ford Coppola	Tim Roth, Bruno Ganz	"In 1938, Dominic Matei (Tim Roth), a 70-year-old professor of linguistics, pining after the love of his youth, Laura (Alexandra Maria Lara), travels to Bucharest, the city where he and she met at university. Feeling that his fruitless search for the origin of human language has condemned him to a solitary, wasted life, Dominic is intent on committing suicide after this one last journey. However, while crossing the street, he is abruptly yet non-lethally struck by lightning. In hospital, Professor Stanciulescu (Bruno Ganz) informs Dominic that, much to both their surprises, the lighting appears to have regenerated him into a much younger man. Soon after, while residing at the Professor's home, Dominic also discovers that he possesses strange, psychic capacities.
As Romania is invaded by Nazi Germany, Doktor Josef Rudolf (André Hennicke) begins to show an interest in Stanciulescu's miracle patient. Since Dominic's budding powers have blurred his perception of reality, he is bamboozled into mistaking a Nazi spy known only as the Woman in Room Six for an erotic fantasy, who discovers during their nights together that he has developed a talent for speaking in tongues. Meanwhile, an alternate persona, invisible to human eyes, presents itself to Dominic as his “Other” from outside space and time. When Dominic asks for proof, the “Other” obliges by bringing him two roses out of nowhere. Unbeknownst to Dominic, Stanciulescu has witnessed the event and overhears his friend ask himself, “Where do you want me to put the third rose?” Understanding the Nazis' designs, Stanciulescu persuades Dominic to escape from Romania.
Living like a spy, Dominic eventually winds up in Switzerland towards the end of the war, where he is confronted by Doktor Rudolf at gunpoint in an alleyway. Rudolf argues that Dominic’s existence supports the Nazis' ideal of the superman, and that the coming nuclear conflicts can only be survived by a superior species of man. In the background, the “Other” confirms this to be the case. However, in refusing to cooperate, Dominic manifests telekinetic powers which manipulate Rudolf into shooting himself. Subsequently, Dominic returns to a normal existence and resumes his linguistic research. Having realised that the lightning strike has partially lent him the capacities and knowledge of future humanity, he develops a secret language for his audio diary, to be deciphered long after the nuclear apocalypse.
Many years later, Dominic encounters a woman named Veronica (Alexandra Maria Lara) while hiking in the Alps. The “Other” reveals her to be the reincarnation of Laura. When the mountains are hit by a violent thunderstorm, Dominic rushes to her rescue and finds her chanting in Sanskrit, which he greets her with to gain her trust. During her stay in hospital, Veronica now identifies herself as “Rupini”, one of the first disciples of the Buddha. Suspecting she may now be afflicted with a condition similar to his own, Dominic calls the Roman College of Oriental Studies for aid, who inform him that Rupini's last act in life was to retire into a cave for meditation on Enlightenment. Since the cave’s location is unknown, the scholars, led by Professor Giuseppe Tucci (Marcel Iures), agree to fund an expedition to find it in India, hoping Veronica’s past self will guide them. The venture proves a success when a local Boddhisatva recognises “Rupini” and directs her to the place of meditation. Following this discovery, Veronica becomes herself again and falls for Dominic.
The couple elope to Malta, where for a time, they live happily together, until Dominic tells Veronica in her sleep that he has always loved her. This causes Veronica to writhe in bed as if possessed and begin chanting a language even he does not understand. The “Other” explains that she is speaking in ancient Egyptian, having travelled further back along the path of her past selves. For the next two weeks, Dominic learns how to control this state in Veronica, leading her to regress ever further in time and speak previously unknown tongues. However, Veronica's health begins to decline from exhaustion, and Dominic declares that he cannot continue these sessions, or even being close to Veronica, since his proximity to her is accelerating her age. Over the objections of both Veronica and the “Other”, he leaves.
Despairing, Dominic returns to the town where he taught as a professor. His alter ego appears to him in a miror and reveals the future of mankind; nuclear warfare will unleash an electromagnetic pulse, giving birth to a new, powerful human species, of which Dominic is but the first member. Veronica symbolised the dawn of man, and he stood for the dusk. Outraged at the idea of sacrificing millions of lives in the name of evolution, Dominic shatters the mirror, causing the “Other” to vanish, yelling incoherently in an unfamiliar language. In the morning, townsfolk find Dominic's body, lying dead at the bottom of a staircase. As Veronica’s voice is heard echoing “Where do you want me to put the third rose?”, the rose appears in Dominic’s lifeless grasp."	American
The Last Time I Saw Paris	1954	romance	Richard Brooks	Van Johnson, Elizabeth Taylor, Donna Reed	"As World War II ends in Europe, Stars and Stripes journalist Charles Wills (Van Johnson) is on the streets of Paris, covering the celebrations. He suddenly is grabbed by a beautiful woman, who kisses him and disappears. Charles follows the crowd to Café Dhingo and meets another pretty woman named Marion Ellswirth (Donna Reed). The mutual attraction is instant, and she invites him to join her father's celebration of the end of the war in Europe. Charles, Marion and her persistent French suitor Claude Matine (George Dolenz) arrive at the Ellswirth household, and we find that the woman who had kissed Charles is Marion's younger sister Helen (Elizabeth Taylor).
Their father, James Ellswirth (Walter Pidgeon), had survived World War I and promptly joined the Lost Generation. Unlike most drifters, he never grew out of it; raising his two daughters to desire such a lifestyle. Helen takes after her father and uses her beauty to sustain a life of luxury even though they are flat broke. Marion goes the other way and looks for serious-minded and conventional young men such as Claude, an aspiring prosecutor, and Charles, the future novelist.
Charles and Helen start dating and fall in love. After Helen recovers from a near-death case of pneumonia, they get married and settle in Paris. James good-naturedly joins the happy family of Charles, with Helen eventually having a daughter Vickie (Sandy Descher). Marion, having lost Charles to Helen, agrees to marry Claude. Charles struggles to make ends meet with his meager salary, unsuccessfully works on his novels and looks after Vickie.
At about this time, the barren oil fields in Texas that James had bought years before finally begin to produce. Charles, to whom James had given the oil fields as a dowry, quits his job, and Helen and James begin to host parties instead of going to them. Sudden wealth changes Helen, who becomes more responsible, and Charles parties his wealth away after quitting his newspaper job and having all his novels rejected by publishers. They also each start to pursue other interests: Helen flirts with handsome tennis player Paul Lane (Roger Moore), and Charles competes in a local Paris-to-Monte Carlo race with professional divorcee Lorraine Quarl (Eva Gabor).
After the race, Charles returns to Paris, only to find Helen sitting in Café Dhingo with Paul. A fight breaks out between Paul and Charles, and an angry Charles goes home first and puts the chain on the door, preventing it from being opened all the way. When Helen comes home and tries to enter she can't. She calls out to him, but Charles is in a drunken stupor on the staircase, and the bottle drops from his hands as Helen calls. Helen has to walk all the way to her sister's in the snow and rain. She catches pneumonia again and dies.
Marion petitions for and gets full custody of Vickie, and Charles returns home to America. A few years later, having straightened himself out, published a book, and stopped boozing, Charles returns to Paris, hoping his reform will persuade Marion to give Vickie back to him. Charles tells Marion that he only has one drink a day now. Marion refuses, still feeling resentful towards Charles' having fallen for Helen instead of her and for his being responsible for Helen's death. Seeing that Charles and Vickie belong together, Claude steps in and tells Marion that she is punishing Charles for his not realizing that Marion loved him, but marrying Helen instead, and the penalty for it is taking away the only thing he had left: his own daughter. Claude asks Marion to accept him and wanting their own child out of love and not out of defeat (as a result of Charles allowing Helen to die).
Marion goes into Café Dhingo (on whose main wall is a big picture of Helen) to look for Charles (who is gazing at the painting) and tells him that Helen would not have wanted him to be alone. Outside the cafe, Claude is with Vickie. The child runs to Charles, and Charles and the child walk off together as the movie ends."	American
Picture Perfect	1997	romance	Glenn Gordon Caron	Jennifer Aniston, Jay Mohr, Kevin Bacon	"Kate (Jennifer Aniston) is struggling in the advertising business in New York City: she cannot move forward despite her talent. Her boss, Mr. Mercer (Kevin Dunn), passes her up for a promotion because she is ""not stable enough"". Her co-worker, Darcy (Illeana Douglas), invents a story claiming Kate is engaged to Nick (Jay Mohr), a freelance videographer who lives in Massachusetts, with whom Kate had her picture taken during a friend's wedding
All seems to work out well for Kate and she got her promotion. After Nick saves a little girl from a fire and winds up in the news, Kate is forced to bring her alleged fiancé to dinner with Mercer and his wife. She asks Nick to ""break up"" with her. Nick, who already likes Kate, complies to please Kate. Meanwhile, Sam (Kevin Bacon), a colleague that Kate had always wanted, takes notice of her. They have sex twice.
As Kate and Nick get to know each other, she starts to like him. The night of the dinner arrives and Kate and Nick are prepared for their ""big fight"". But, Nick tries to suppress the ""fight"" by complimenting her and expressing the desire for a future with Kate. However, Kate just wants the ""fight"" to happen. At the dinner table, Kate tries to drive Nick into a fight but it doesn't work. She pays a restaurant employee to call her number and tries to make it seem like Nick is having an affair with an ex-girlfriend. At first Nick is a bit lost but figures it out and finally plays along.
After a week, feeling guilty, Kate admits to Mercer (and several co-workers) her cover-up, stating that she was dressing for the job she wanted, repeating a line that Mercer had used on her earlier regarding her instability. Mercer pays a visit to Kate's office, where she tells him she's quitting. Mercer counters by admitting to her how he exaggerated his own past at one point in his life, as well as suggests she take a few days off to go to Massachusetts and patch things up with Nick. Mercer let her keep her job as an ad exec.
Kate walks in while Nick is recording a wedding and he rebuffs her attempts to patch things up until she humiliates herself in front of the soon-to-be-married couple, as Nick did in front of her boss earlier. Satisfied that the playing field has been leveled, he invites her to the wedding reception as his guest. They make up after Kate accepts."	American
Book of Love	2002	romance	Jeffrey W. Byrd	Eric K. George, Treach, Richard T. Jones	"Book of Love is a mockumentary following the unrelated stories of three L.A. bachelors (George, Criss, and Jones) as they recover from a series of unhealthy relationships. The team of average Joes are no match for their manipulative girlfriends (Salli Richardson, Mari Morrow, and Robin Givens), however, and the over eager men are taken for all they're worth.
It's this manipulative, self-serving treatment that drives the young bachelors into behaving like ""dogs"" themselves. Written and directed by Jeffrey Byrd, Book of Love was produced by both BET Studios and 5th GearEntertainment, and eventually released by Strange Fruit Films."	American
Sabah	2005	romance	Ruba Nadda	Arsinée Khanjian, Shawn Doyle, Jeff Seymour, David Alpay	"Sabah is a 40-year-old single immigrant from Syria living in Toronto with her family. She is responsible for her mother's well-being. Since her father's death, her brother Majid has been the family authority figure.
His niece, Souhaire, does not want him choosing her husband. His marriage is rocky, and he insists on tradition. Sabah decides to start swimming again; an activity not allowed by Majid. At a city swimming pool she meets Stephen; they're attracted to each other. Because he's not a Muslim, Sabah hides their friendship from her family.
With passage of time, their relationship gets deep and at one point they share a kiss. Sabah's niece teaches her belly dancing which Sabah enjoys. One day, while visiting Stephen at his carpenter workshop, she decides to stay overnight with him. Informing her mother that she won't be back that night, she dances and has sex with him.
The next day, as she returns home, she faces her mother, brother, sister, sister-in-law and niece who are anxiously waiting for her. After some hesitation, she tells them the truth about her doings in the last few months. Majid responds by announcing that Sabah is no longer a part of the family, as Muslim traditions forbid marriage for Muslim women to non-Muslims. Sabah leaves and Majid decides to take care of their mother.
At Stephen's workshop, Sabah is met by her mother, sister and sister-in-law who insist that she speak to Majid. Majid tells her that the money their father left had run out eight years ago and he is supporting the family himself. Eventually both agree that the family must change. The women of the family are impressed by Stephen and his deep blue eyes.
The film ends with a feast at Sabah's family home. Stephen is mingling with his in-laws and everyone is having a good time.
Young stated that Sabah's family previously had ""drawn"" a ""hard line"" so the ""[T]urnaround ending, though comically inevitable, seems dramatically forced"".[2]"	Canadian
Cold Mountain	2003	romance	Anthony Minghella	Jude Law, Nicole Kidman, Renée Zellweger	"When North Carolina secedes from the Union on May 20, 1861, the young men of a rural North Carolina town on Cold Mountain hurry to enlist in the Confederate States Army. Among them is W.P. Inman, a carpenter who has fallen in love with Ada, a preacher's daughter, and their whirlwind courtship is interrupted by the war.
Three years later, Inman finds himself at the Battle of the Crater. Union soldiers tunnel beneath Confederate fortifications and detonate kegs of gunpowder prior to an ill-fated attack against the rebels. Oakley, Inman's acquaintance from Cold Mountain, is seriously wounded. Inman gets him to a field hospital, where Oakley dies with Inman beside him and friend Stobrod Thewes playing him a song on his fiddle.
Inman and his Cherokee friend Swimmer are sent, with other Cold Mountain men, to flush out surviving Union troops behind their lines. During the raid, friendly fire kills Swimmer and seriously wounds Inman. As Inman lies in the hospital near death, he reads a letter from Ada in which she pleads with him to stop fighting, stop marching, and come back to her. Inman recovers, and–with the war drawing ever closer to an inevitable Confederate defeat–deserts to return to Cold Mountain.
Inman meets the corrupt preacher Reverend Veasey, who is about to drown his pregnant slave lover. Inman stops Veasey, and leaves him tied up to face the town's justice. Exiled from his parish, Veasey later joins Inman on his journey.
They help a young man named Junior butcher his cow, and join him and his family for dinner. When Junior goes out to his trapline, the women in his family seduce Veasey, and Junior's wife, Lila, tries to seduce Inman. It is a ploy, as Junior soon returns with the Confederate Home Guard, and both Inman and Veasey are led away with other deserters. During a skirmish with Union cavalry, Veasey is killed and Inman left for dead. An elderly hermit living in the woods finds him and nurses him back to health.
Inman meets a grieving young widow named Sara, who is raising her infant child Ethan alone; he stays the night at her cabin. The next morning, a party of Union foragers arrive demanding food. Sara orders Inman away for his protection, but he hides close by. The leader, Nym, and his lieutenant harass Sara, steal her livestock, and leave Ethan in the cold, though the third soldier attempts to keep the baby warm. Nym tries to rape Sara but both he and the lieutenant are killed by Inman. Inman forces the kind forager to surrender and lets him go, but an enraged Sara fatally shoots him.
Interspersed with Inman's adventures, we see Ada's wartime experiences. A proper city girl, she and her father only recently moved to a Cold Mountain farm named Black Cove. She met Inman on her first day at Cold Mountain and had a brief, chaste romance with him the night before he left for the army. Shortly after Inman leaves, her father dies, leaving her with no money, no farming skills and little prospect for help with most able-bodied men off at war.
Ada survives on the kindness of her neighbors, one of whom eventually sends Stobrod's daughter, Ruby Thewes, to help. Ruby is a young woman who has lived a hard-scrabble life and is adept at the tasks needed to run the farm. Ruby moves in and together they bring the farm to working order. Meanwhile, Ada writes constant letters to Inman in hopes of meeting him again and renewing their romance.
The two women become close friends and confidantes. They are also friends with the Swangers, who live down the road from Black Cove. It is at the Swangers' well that Ada has a vision of Inman coming back to her in the snow, surrounded by crows.
Ada and Ruby as well as other members of their community, have several tense encounters with men of the Home Guard. Their branch is led by Captain Teague, whose grandfather once owned much of Cold Mountain. He and his deputies hunt deserters, partially with the goal of Teague's seizing their land. Teague also lusts after Ada. Meant to protect the South and its citizen population from the North, the Home Guard have become violent vigilantes, killing deserters and terrorizing citizens for helping the deserters. Teague and his men torture Mrs. Swanger to coax her deserter sons out of hiding, killing both boys and Mr. Swanger when they appear.
Stobrod Thewes, having deserted, arrives back at Cold Mountain with traveling companions Pangle, an intellectually challenged banjo player, and Georgia, a mandolin player to whom Ruby is attracted.
While camping, Stobrod, Pangle, and Georgia are cornered by Teague and the Guard. Pangle unintentionally reveals the musicians are deserters, and the Home Guard shoot Pangle and Stobrod while Georgia watches from hiding. He escapes to Black Cove and returns with Ruby and Ada, who find Pangle dead and Stobrod badly wounded. Ada helps Ruby remove a bullet from Stobrod's back, and they decide to take shelter in some cabins in the woods to avoid Teague and his men.
At this point the two story lines come together. Inman, half-dead from starvation, finally reaches Cold Mountain and is almost killed by Ada before she recognizes him. They later consummate their love and spend the night together.
The Home Guard soon find them, having captured and tortured Georgia for information. In the ensuing gunfight Inman ambushes and kills Teague and most of his band, but Teague's violent young lieutenant Bosie escapes up the mountain. Cornering him near the top, Inman urges him to surrender peacefully, but Bosie draws, forcing Inman to fire; Inman shoots Bosie dead, but is mortally wounded. Ada reaches Inman, finding him just as she saw him in her vision at the well: coming back to her in the snow surrounded by crows. He dies in her arms.
A few years later, Ada and Ruby are celebrating Easter. Ruby has married Georgia, and the two have a young daughter and an infant child. It is revealed that Ada's night with Inman has produced a child, Grace Inman."	American
Breaking and Entering	2006	romance	Anthony Minghella	Jude Law, Juliette Binoche, Robni Wright Penn	"Will Francis (Jude Law), a young Englishman, is a landscape architect living a detached, routine-based life in London with his Swedish-American girlfriend Liv (Robin Wright Penn) and her autistic daughter Bea. The 13-year-old girl's irregular sleeping and eating habits as well as her unsocial behaviour (she has trouble relating to people and seems only interested in doing somersaults and gymnastics) reach worrying proportions and start to put a lot of strain on Will and Liv's relationship. Complicating the situation further is his feeling of being shut out of their inner circle since Bea is not his biological daughter. He and Liv start relationship counselling, but their drifting apart continues.
Simultaneously on the business front, Will's and his partner Sandy's (Martin Freeman) state-of-the-art offices in the Kings Cross area are repeatedly burgled by a group of Slavic-language-speaking thieves. The thieves employ a 15-year-old traceur named Mirsad ""Miro"" (Rafi Gavron) whose acrobatic skills allow them to enter the building. Miro is actually a refugee from Bosnia and Herzegovina living with his Bosnian Muslim mother Amira (Juliette Binoche) who works as a seamstress, while his Serbian father got murdered during the war.
Though they're puzzled about the burglars' ability to disable the alarm, the two architects are not particularly worried after the first break-in, mostly writing it off to the neighbourhood's dodgy reputation. However, after the second break-in, they decide to stake out the building after hours hoping to find the culprit and alert the police. Being out of the house on nightly stakeouts actually suits Will just fine, allowing him to get away from the cold atmosphere of his household. He even strikes up a strange acquaintance with an Eastern European prostitute named Oana (Vera Farmiga) who hangs around the area every night. Spotting Miro attempting to break in one night, Will attempts to follow him. This pursuit leads Will to the flat where Miro lives with his mother Amira. Realizing their modest living means, he decides not to report his findings to the police, but goes back to Amira's apartment under the guise of having a suit that needs mending.
He soon becomes emotionally entangled with her, causing him to re-evaluate his life. Conflict arises when the police close in on the burglars, and Will must make a crucial choice which will affect the lives of everyone around him."	American
Mini	2006	romance	Jin Chen	Liu Ye	"Mini is a 10-year-old school girl from a middle-class family whose father is a habitual drunkard who beats up his wife as a rule and throws tantrums into the early hours of the morning. The mother and daughter suffer in silence; but the neighbours find the daily antics a nuisance. Despite their vehement protests things go from bad to worse.
Mini prays to god and wishes that her father stop drinking and turn over a new life. She goes to the temple but to no avail. She then learns about Mahatma Gandhi and his hunger strike. She goes on a hunger strike and when she collapses she is admitted to the hospital. Her father realises his fault and breaks down. He then promises never to touch alcohol again. Mini's non-violent approach brings her victory and joy."	Chinese
Reuben, Reuben	1983	romance	Robert Ellis Miller	Tom Conti, Kelly McGillis	"Gowan McGland (Tom Conti) is a creatively blocked Scottish poet who ekes out a day-to-day existence by exploiting the generosity of strangers in an affluent Connecticut suburb, where he recites his verse to various arts groups and women's clubs. Gowan is something of a leech, cadging expensive dinners from well-off patrons (usually stealing the tips afterward) while seducing their bored wives and affecting a superior attitude toward the smug bourgeois types he exploits.
Although a talented poet, he is also a chronic drunk, indifferent to the wounds he can casually inflict with his wit. (When one of Gowan's middle-aged conquests undresses for him, he mutters, ""Released from their support, her breasts dropped like hanged men,"" reducing her to tears.)
Gowan falls in love with a young college student, Geneva Spofford (Kelly McGillis), who has everything to lose from a relationship with a drunken deadbeat poet unable to hold a job. Gowan instigates two ugly incidents that eventually cause their breakup: first, a bar fight from which Geneva rescues him, and later, when he causes a scene in a fancy restaurant where the waiters know he's stolen their tips.
He also suffers an ironic comeuppance from Dr. Jack Haxby (Joel Fabiani). The dentist, after finding out about the poet's affair with his wife, uses the ruse of free dental care for ruining Gowan's smile and forcing him to wear dentures. When Gowan finds out, it is already too late, and the damage is irrevocable. (Gowan fears losing his teeth, equating it with death.)
Gowan prepares to hang himself, but while dictating his last thoughts into a tape recorder, he comes up with some good lines and regains his will to write. Unfortunately, his host's pet dog, an old English sheepdog named Reuben, comes bounding into the room, causing Gowan to lose his balance before he can undo the noose, turning the aborted suicide into accidental asphyxiation. The film's title comprises Gowan's final words, an unsuccessful attempt to halt the dog."	American
